Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)
ENSMUSG00000076467	Trbv13-1	ENSG00000275791	TRBV10-3	7	142544212	142544685
ENSMUSG00000076467	Trbv13-1	ENSG00000211717	TRBV10-1	7	142399860	142400377
ENSMUSG00000076467	Trbv13-1	ENSG00000229769	TRBV10-2	7	142424965	142425465
ENSMUSG00000021810	Ecd	ENSG00000122882	ECD	10	73130155	73169055
ENSMUSG00000030246	Ldhb	ENSG00000111716	LDHB	12	21635342	21757857
ENSMUSG00000094525	Trbv12-2	ENSG00000276405	TRBV13	7	142535809	142536292
ENSMUSG00000076469	Trbv13-2	ENSG00000275791	TRBV10-3	7	142544212	142544685
ENSMUSG00000076469	Trbv13-2	ENSG00000211717	TRBV10-1	7	142399860	142400377
ENSMUSG00000076469	Trbv13-2	ENSG00000229769	TRBV10-2	7	142424965	142425465
ENSMUSG00000028701	Lurap1	ENSG00000171357	LURAP1	1	46203334	46221256
ENSMUSG00000026943	Lcn12	ENSG00000184925	LCN12	9	136949551	136955497
ENSMUSG00000048924	Ccdc125	ENSG00000183323	CCDC125	5	69280175	69332809
ENSMUSG00000055371	Stam2	ENSG00000115145	STAM2	2	152116801	152175763
ENSMUSG00000051243	Islr2	ENSG00000167178	ISLR2	15	74100311	74138540
ENSMUSG00000038884	A230050P20Rik	ENSG00000130813	C19orf66	19	10086122	10093252
ENSMUSG00000115792	Vmn1r16	ENSG00000197617	VN1R5	1	247255972	247257210
ENSMUSG00000020952	Scfd1	ENSG00000092108	SCFD1	14	30622112	30735812
ENSMUSG00000076470	Trbv13-3	ENSG00000275791	TRBV10-3	7	142544212	142544685
ENSMUSG00000076470	Trbv13-3	ENSG00000211717	TRBV10-1	7	142399860	142400377
ENSMUSG00000076470	Trbv13-3	ENSG00000229769	TRBV10-2	7	142424965	142425465
ENSMUSG00000076471	Trbv14	ENSG00000276597	TRBV11-3	7	142554836	142555318
ENSMUSG00000076471	Trbv14	ENSG00000211720	TRBV11-1	7	142407672	142408136
ENSMUSG00000028159	Dapp1	ENSG00000070190	DAPP1	4	99816827	99870190
ENSMUSG00000058084	Olfr825	ENSG00000170605	OR9K2	12	55126406	55132750
ENSMUSG00000028700	Pomgnt1	ENSG00000085998	POMGNT1	1	46188682	46220305
ENSMUSG00000011034	Slc5a1	ENSG00000100170	SLC5A1	22	32043032	32113029
ENSMUSG00000079557	Mar-02	ENSG00000099785	Mar-02	19	8413270	8439017
ENSMUSG00000115072	Vmn1r2	ENSG00000178201	VN1R1	19	57454790	57457142
ENSMUSG00000076473	Trbv16	ENSG00000274752	TRBV12-3	7	142560423	142560931
ENSMUSG00000076473	Trbv16	ENSG00000276953	TRBV12-4	7	142563740	142564245
ENSMUSG00000076473	Trbv16	ENSG00000275158	TRBV12-5	7	142580917	142581427
ENSMUSG00000062694	Cav3	ENSG00000182533	CAV3	3	8733800	8841808
ENSMUSG00000068808	Olfr1189	ENSG00000181903	OR4C6	11	55662201	55666195
ENSMUSG00000006389	Mpl	ENSG00000117400	MPL	1	43337849	43352772
ENSMUSG00000076474	Trbv17	ENSG00000276819	TRBV15	7	142592928	142593473
ENSMUSG00000043827	Olfr94	ENSG00000237988	OR2I1P	6	29550407	29557721
ENSMUSG00000053303	Slc22a26	ENSG00000149742	SLC22A9	11	63369789	63410294
ENSMUSG00000055748	Gsdmc4	ENSG00000147697	GSDMC	8	129748196	129786624
ENSMUSG00000025453	Nnt	ENSG00000112992	NNT	5	43602692	43707405
ENSMUSG00000094673	Olfr1354	ENSG00000185385	OR7A17	19	14878203	14886132
ENSMUSG00000094673	Olfr1354	ENSG00000127515	OR7A10	19	14840466	14848922
ENSMUSG00000094673	Olfr1354	ENSG00000188269	OR7A5	19	14824251	14835285
ENSMUSG00000115466	Vmn1r3	ENSG00000178201	VN1R1	19	57454790	57457142
ENSMUSG00000076475	Trbv19	ENSG00000211746	TRBV19	7	142618849	142619532
ENSMUSG00000032300	1700017B05Rik	ENSG00000167173	C15orf39	15	75195643	75212169
ENSMUSG00000049561	Olfr95	ENSG00000206474	OR10C1	6	29439306	29440977
ENSMUSG00000076476	Trbv20	ENSG00000205274	TRBV20OR9-2	9	33617762	33618506
ENSMUSG00000076476	Trbv20	ENSG00000211747	TRBV20-1	7	142626649	142627399
ENSMUSG00000031145	Prickle3	ENSG00000012211	PRICKLE3	X	49174802	49186528
ENSMUSG00000067064	Olfr1416	ENSG00000182083	OR6B2	2	240028965	240030456
ENSMUSG00000067064	Olfr1416	ENSG00000178586	OR6B3	2	240045077	240047027
ENSMUSG00000021611	Tert	ENSG00000164362	TERT	5	1253147	1295047
ENSMUSG00000059862	Olfr826	ENSG00000170605	OR9K2	12	55126406	55132750
ENSMUSG00000076478	Trbv23	ENSG00000211749	TRBV23-1	7	142645961	142646467
ENSMUSG00000064121	Olfr96	ENSG00000204694	OR11A1	6	29425504	29457071
ENSMUSG00000078813	Leng1	ENSG00000105617	LENG1	19	54155161	54159882
ENSMUSG00000047735	Samd9l	ENSG00000177409	SAMD9L	7	93130056	93148385
ENSMUSG00000049971	Glt1d1	ENSG00000151948	GLT1D1	12	128853427	128984968
ENSMUSG00000069089	Cdk7	ENSG00000134058	CDK7	5	69234795	69277430
ENSMUSG00000035062	Zc4h2	ENSG00000126970	ZC4H2	X	64915802	65034713
ENSMUSG00000021715	Cwc27	ENSG00000153015	CWC27	5	64768930	65018750
ENSMUSG00000019734	Tmc4	ENSG00000167608	TMC4	19	54160108	54173250
ENSMUSG00000057464	Olfr1415	ENSG00000182083	OR6B2	2	240028965	240030456
ENSMUSG00000057464	Olfr1415	ENSG00000178586	OR6B3	2	240045077	240047027
ENSMUSG00000049112	Oxtr	ENSG00000180914	OXTR	3	8750408	8769628
ENSMUSG00000073079	Srp54a	ENSG00000100883	SRP54	14	34981957	35029567
ENSMUSG00000022545	Ercc4	ENSG00000175595	ERCC4	16	13920157	13952345
ENSMUSG00000040652	Oaz2	ENSG00000180304	OAZ2	15	64687573	64703281
ENSMUSG00000042849	Olfr1414	ENSG00000182083	OR6B2	2	240028965	240030456
ENSMUSG00000042849	Olfr1414	ENSG00000178586	OR6B3	2	240045077	240047027
ENSMUSG00000015354	Pcolce2	ENSG00000163710	PCOLCE2	3	142815922	142889206
ENSMUSG00000081948	Olfr1191-ps1	ENSG00000174982	OR4S2	11	55648327	55652854
ENSMUSG00000031146	Plp2	ENSG00000102007	PLP2	X	49171898	49175235
ENSMUSG00000054266	Serpinb9d	ENSG00000170542	SERPINB9	6	2887270	2903309
ENSMUSG00000037206	Islr	ENSG00000129009	ISLR	15	74173710	74176872
ENSMUSG00000071788	Gm14525	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000061911	Myt1l	ENSG00000186487	MYT1L	2	1789113	2331664
ENSMUSG00000035199	Arl6ip5	ENSG00000144746	ARL6IP5	3	69084937	69106092
ENSMUSG00000037369	Kdm6a	ENSG00000147050	KDM6A	X	44873177	45112602
ENSMUSG00000072945	Ripply1	ENSG00000147223	RIPPLY1	X	106900063	106903341
ENSMUSG00000044086	Lmod3	ENSG00000163380	LMOD3	3	69106872	69123032
ENSMUSG00000029416	Slc15a4	ENSG00000139370	SLC15A4	12	128793194	128823958
ENSMUSG00000090523	Gypc	ENSG00000136732	GYPC	2	126656133	126696667
ENSMUSG00000040624	Plekhg1	ENSG00000120278	PLEKHG1	6	150599883	150843665
ENSMUSG00000021716	Srek1ip1	ENSG00000153006	SREK1IP1	5	64718148	64768691
ENSMUSG00000047230	Cldn2	ENSG00000165376	CLDN2	X	106900164	106930861
ENSMUSG00000022195	6030458C11Rik	ENSG00000082213	C5orf22	5	31532287	31555053
ENSMUSG00000001707	Eef1e1	ENSG00000124802	EEF1E1	6	8073360	8102559
ENSMUSG00000001707	Eef1e1	ENSG00000265818	EEF1E1-BLOC1S5	6	8015726	8102530
ENSMUSG00000028331	Trmo	ENSG00000136932	TRMO	9	97904489	97922570
ENSMUSG00000029095	Ablim2	ENSG00000163995	ABLIM2	4	7965310	8158832
ENSMUSG00000048349	Pou4f1	ENSG00000152192	POU4F1	13	78598362	78603552
ENSMUSG00000024379	Tslp	ENSG00000145777	TSLP	5	111070062	111078026
ENSMUSG00000030798	Cd37	ENSG00000104894	CD37	19	49335171	49343335
ENSMUSG00000037416	Dmxl1	ENSG00000172869	DMXL1	5	119037772	119249138
ENSMUSG00000034160	Ogt	ENSG00000147162	OGT	X	71533104	71575892
ENSMUSG00000021265	Slc25a29	ENSG00000197119	SLC25A29	14	100291116	100306547
ENSMUSG00000021192	Golga5	ENSG00000066455	GOLGA5	14	92794305	92839947
ENSMUSG00000027995	Tlr2	ENSG00000137462	TLR2	4	153684070	153705702
ENSMUSG00000079036	Alkbh1	ENSG00000100601	ALKBH1	14	77672404	77708023
ENSMUSG00000034724	Cnot6l	ENSG00000138767	CNOT6L	4	77713387	77819615
ENSMUSG00000116207	Nnt	ENSG00000112992	NNT	5	43602692	43707405
ENSMUSG00000027855	Sycp1	ENSG00000198765	SYCP1	1	114854863	114995370
ENSMUSG00000061046	Haghl	ENSG00000103253	HAGHL	16	726936	735525
ENSMUSG00000050188	Lsm10	ENSG00000181817	LSM10	1	36391238	36397908
ENSMUSG00000020122	Egfr	ENSG00000146648	EGFR	7	55019017	55211628
ENSMUSG00000030247	Kcnj8	ENSG00000121361	KCNJ8	12	21764955	21775600
ENSMUSG00000037224	Zfyve28	ENSG00000159733	ZFYVE28	4	2269582	2418663
ENSMUSG00000040717	Il17rd	ENSG00000144730	IL17RD	3	57089982	57170306
ENSMUSG00000059857	Ntng1	ENSG00000162631	NTNG1	1	107140007	107483458
ENSMUSG00000026159	Agfg1	ENSG00000173744	AGFG1	2	227472152	227561214
ENSMUSG00000028292	Rars2	ENSG00000146282	RARS2	6	87513938	87589987
ENSMUSG00000034974	Dapk3	ENSG00000167657	DAPK3	19	3958453	3971123
ENSMUSG00000018395	Kif3a	ENSG00000131437	KIF3A	5	132692628	132737638
ENSMUSG00000096621	Gm5849	ENSG00000163220	S100A9	1	153357854	153361023
ENSMUSG00000056629	Fkbp2	ENSG00000173486	FKBP2	11	64241003	64244134
ENSMUSG00000056629	Fkbp2	ENSG00000286264	AP001453.5	11	64241144	64244134
ENSMUSG00000028053	Ash1l	ENSG00000116539	ASH1L	1	155335268	155562807
ENSMUSG00000041684	Bivm	ENSG00000134897	BIVM	13	102799119	102841533
ENSMUSG00000028441	1110017D15Rik	ENSG00000164972	C9orf24	9	34379019	34397810
ENSMUSG00000069170	Adgrv1	ENSG00000164199	ADGRV1	5	90529344	91164437
ENSMUSG00000073633	Fbxo36	ENSG00000153832	FBXO36	2	229922302	230013119
ENSMUSG00000029235	Pdcl2	ENSG00000163440	PDCL2	4	55556519	55592245
ENSMUSG00000056203	Tas2r135	ENSG00000185899	TAS2R60	7	143443453	143444409
ENSMUSG00000021039	Snw1	ENSG00000100603	SNW1	14	77717599	77761207
ENSMUSG00000005540	Fcer2a	ENSG00000104921	FCER2	19	7688758	7702146
ENSMUSG00000020037	Rfx4	ENSG00000111783	RFX4	12	106582907	106762803
ENSMUSG00000071856	Mcc	ENSG00000171444	MCC	5	113022099	113488823
ENSMUSG00000047415	Gpr68	ENSG00000119714	GPR68	14	91232532	91253925
ENSMUSG00000052520	Cyp2j5	ENSG00000138115	CYP2C8	10	95036772	95069497
ENSMUSG00000022194	Pabpn1	ENSG00000100836	PABPN1	14	23321289	23326185
ENSMUSG00000026219	Trip12	ENSG00000153827	TRIP12	2	229763838	229923239
ENSMUSG00000025821	Zfp282	ENSG00000170265	ZNF282	7	149195546	149226238
ENSMUSG00000021194	Chga	ENSG00000100604	CHGA	14	92923150	92935285
ENSMUSG00000021998	Lcp1	ENSG00000136167	LCP1	13	46125920	46211871
ENSMUSG00000021040	Slirp	ENSG00000119705	SLIRP	14	77708071	77761104
ENSMUSG00000030796	Tead2	ENSG00000074219	TEAD2	19	49340595	49362457
ENSMUSG00000035045	Zc3h12b	ENSG00000102053	ZC3H12B	X	65366638	65507887
ENSMUSG00000039653	Baat	ENSG00000136881	BAAT	9	101360417	101383519
ENSMUSG00000042244	Pglyrp3	ENSG00000159527	PGLYRP3	1	153297862	153310718
ENSMUSG00000021185	Dglucy	ENSG00000133943	DGLUCY	14	91060333	91225632
ENSMUSG00000035270	Impg2	ENSG00000081148	IMPG2	3	101222546	101320575
ENSMUSG00000019802	Sec63	ENSG00000025796	SEC63	6	107867756	107958208
ENSMUSG00000075486	Commd6	ENSG00000188243	COMMD6	13	75525219	75549439
ENSMUSG00000043789	Vwce	ENSG00000167992	VWCE	11	61258286	61295316
ENSMUSG00000095595	Fam177a	ENSG00000151327	FAM177A1	14	35044907	35113130
ENSMUSG00000038481	Cdk19	ENSG00000155111	CDK19	6	110609978	110815958
ENSMUSG00000029236	Nmu	ENSG00000109255	NMU	4	55595229	55636698
ENSMUSG00000027927	Lelp1	ENSG00000203784	LELP1	1	153203430	153205120
ENSMUSG00000001794	Capns1	ENSG00000126247	CAPNS1	19	36139575	36150353
ENSMUSG00000028848	Gpn2	ENSG00000142751	GPN2	1	26876132	26890283
ENSMUSG00000056270	Prr9	ENSG00000203783	PRR9	1	153217584	153219310
ENSMUSG00000048284	Tas2r126	ENSG00000221855	TAS2R41	7	143477873	143478796
ENSMUSG00000021007	Spata7	ENSG00000042317	AL049834.1	14	88384924	88470350
ENSMUSG00000078639	Gm12695	ENSG00000162598	C1orf87	1	59987269	60073770
ENSMUSG00000029135	Fosl2	ENSG00000075426	FOSL2	2	28392448	28417317
ENSMUSG00000037418	Best1	ENSG00000167995	BEST1	11	61950063	61965515
ENSMUSG00000022847	Thpo	ENSG00000090534	THPO	3	184371935	184381968
ENSMUSG00000029361	Nos1	ENSG00000089250	NOS1	12	117208142	117452170
ENSMUSG00000000881	Dlg3	ENSG00000082458	DLG3	X	70444835	70505490
ENSMUSG00000068457	Uty	ENSG00000183878	UTY	Y	13248379	13480673
ENSMUSG00000068011	Mkrn2os	ENSG00000225526	MKRN2OS	3	12514934	12561059
ENSMUSG00000022120	Rnf219	ENSG00000152193	RNF219	13	78614289	78659155
ENSMUSG00000037544	Dlgap5	ENSG00000126787	DLGAP5	14	55148112	55191608
ENSMUSG00000028944	Prkag2	ENSG00000106617	PRKAG2	7	151556124	151877125
ENSMUSG00000026934	Lhx3	ENSG00000107187	LHX3	9	136196250	136205128
ENSMUSG00000002280	Narfl	ENSG00000103245	CIAO3	16	729760	741329
ENSMUSG00000024866	Acy3	ENSG00000132744	ACY3	11	67642555	67650730
ENSMUSG00000009640	Dmap1	ENSG00000178028	DMAP1	1	44213455	44220681
ENSMUSG00000033597	Caskin1	ENSG00000167971	CASKIN1	16	2177180	2196525
ENSMUSG00000017144	Rnd3	ENSG00000115963	RND3	2	150468195	150539011
ENSMUSG00000000869	Il4	ENSG00000113520	IL4	5	132673986	132682678
ENSMUSG00000029291	Rufy3	ENSG00000018189	RUFY3	4	70704204	70808619
ENSMUSG00000032036	Kirrel3	ENSG00000149571	KIRREL3	11	126423358	127003460
ENSMUSG00000027674	Pex5l	ENSG00000114757	PEX5L	3	179794958	180037053
ENSMUSG00000025816	Sec61a2	ENSG00000065665	SEC61A2	10	12129637	12169961
ENSMUSG00000006958	Chrd	ENSG00000090539	CHRD	3	184380073	184390736
ENSMUSG00000006024	Napa	ENSG00000105402	NAPA	19	47487637	47515091
ENSMUSG00000046709	Mapk10	ENSG00000109339	MAPK10	4	85990007	86594625
ENSMUSG00000092232	Gm20521	ENSG00000258643	BCL2L2-PABPN1	14	23306835	23325369
ENSMUSG00000024491	Rbm27	ENSG00000091009	RBM27	5	146203605	146289223
ENSMUSG00000024491	Rbm27	ENSG00000275740	AC091959.3	5	146203550	146339251
ENSMUSG00000038227	Hoxa9	ENSG00000078399	HOXA9	7	27162438	27175180
ENSMUSG00000022111	Uchl3	ENSG00000118939	UCHL3	13	75549480	75606020
ENSMUSG00000036327	Qsox2	ENSG00000165661	QSOX2	9	136206333	136245841
ENSMUSG00000089682	Bcl2l2	ENSG00000129473	BCL2L2	14	23298790	23311759
ENSMUSG00000025701	Alox5	ENSG00000012779	ALOX5	10	45374176	45446119
ENSMUSG00000059890	Ube4a	ENSG00000110344	UBE4A	11	118359585	118399211
ENSMUSG00000038059	Smim3	ENSG00000256235	SMIM3	5	150777946	150796734
ENSMUSG00000025217	Btrc	ENSG00000166167	BTRC	10	101354033	101557321
ENSMUSG00000055322	Tns1	ENSG00000079308	TNS1	2	217799588	218033982
ENSMUSG00000098590	Gm1113	ENSG00000283703	VSIG10L2	11	125946056	125958647
ENSMUSG00000044018	Mrpl50	ENSG00000136897	MRPL50	9	101387633	101398618
ENSMUSG00000036242	Armh4	ENSG00000139971	ARMH4	14	57999735	58298139
ENSMUSG00000039278	Pcsk1n	ENSG00000102109	PCSK1N	X	48831096	48835610
ENSMUSG00000080725	Gm6121	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000031160	Eras	ENSG00000187682	ERAS	X	48826513	48830138
ENSMUSG00000101157	Gm20905	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000038644	Pold1	ENSG00000062822	POLD1	19	50384204	50418018
ENSMUSG00000052763	Zfp212	ENSG00000170260	ZNF212	7	149239651	149255609
ENSMUSG00000026070	Il18r1	ENSG00000115604	IL18R1	2	102311529	102398775
ENSMUSG00000051951	Xkr4	ENSG00000206579	XKR4	8	55102389	55542054
ENSMUSG00000109572	Cfap99	ENSG00000206113	CFAP99	4	2418974	2462942
ENSMUSG00000025817	Nudt5	ENSG00000165609	NUDT5	10	12165330	12196144
ENSMUSG00000094103	1700047I17Rik2	ENSG00000151327	FAM177A1	14	35044907	35113130
ENSMUSG00000059834	Sclt1	ENSG00000151466	SCLT1	4	128864921	129093600
ENSMUSG00000022515	Anks3	ENSG00000168096	ANKS3	16	4696510	4734378
ENSMUSG00000112449	Srp54b	ENSG00000100883	SRP54	14	34981957	35029567
ENSMUSG00000028826	Maco1	ENSG00000204178	MACO1	1	25430858	25500209
ENSMUSG00000079657	Rab26	ENSG00000167964	RAB26	16	2140803	2154165
ENSMUSG00000047281	Sfn	ENSG00000175793	SFN	1	26863149	26864456
ENSMUSG00000001150	Mcm3ap	ENSG00000160294	MCM3AP	21	46235133	46286297
ENSMUSG00000031444	F10	ENSG00000126218	F10	13	113122814	113149529
ENSMUSG00000026312	Cdh7	ENSG00000081138	CDH7	18	65750252	65890337
ENSMUSG00000042655	Shisal2b	ENSG00000145642	SHISAL2B	5	64690442	64718190
ENSMUSG00000025077	Dclre1a	ENSG00000198924	DCLRE1A	10	113834725	113854383
ENSMUSG00000057789	Bak1	ENSG00000030110	BAK1	6	33572547	33580293
ENSMUSG00000004446	Bid	ENSG00000015475	BID	22	17734138	17774770
ENSMUSG00000029110	Rnf4	ENSG00000063978	RNF4	4	2462220	2625320
ENSMUSG00000039128	Cdc123	ENSG00000151465	CDC123	10	12195965	12250589
ENSMUSG00000067656	Slc22a27	ENSG00000149742	SLC22A9	11	63369789	63410294
ENSMUSG00000021947	Cryl1	ENSG00000165475	CRYL1	13	20403666	20525873
ENSMUSG00000076479	Trbv26	ENSG00000211749	TRBV23-1	7	142645961	142646467
ENSMUSG00000009112	Bcl2l13	ENSG00000099968	BCL2L13	22	17628855	17730855
ENSMUSG00000000439	Mkrn2	ENSG00000075975	MKRN2	3	12557087	12583713
ENSMUSG00000023873	1700010I14Rik	ENSG00000112539	C6orf118	6	165279664	165309605
ENSMUSG00000019779	Frk	ENSG00000111816	FRK	6	115931149	116060891
ENSMUSG00000048015	Neurod4	ENSG00000123307	NEUROD4	12	55019974	55030017
ENSMUSG00000079108	Srp54c	ENSG00000100883	SRP54	14	34981957	35029567
ENSMUSG00000111590	Olfr1192-ps1	ENSG00000181927	OR4P4	11	55635113	55640309
ENSMUSG00000095612	Ighv5-4	ENSG00000232216	IGHV3-43	14	106470264	106470800
ENSMUSG00000095612	Ighv5-4	ENSG00000277856	AC233755.2	KI270726.1	26241	26534
ENSMUSG00000095612	Ighv5-4	ENSG00000211946	IGHV3-20	14	106210936	106211453
ENSMUSG00000052752	Traf7	ENSG00000131653	TRAF7	16	2155698	2178129
ENSMUSG00000039634	Zfp189	ENSG00000136870	ZNF189	9	101398873	101410660
ENSMUSG00000060827	Olfr1193	ENSG00000174982	OR4S2	11	55648327	55652854
ENSMUSG00000000441	Raf1	ENSG00000132155	RAF1	3	12583601	12664226
ENSMUSG00000062342	Serpinb9e	ENSG00000170542	SERPINB9	6	2887270	2903309
ENSMUSG00000039985	Sinhcaf	ENSG00000139146	SINHCAF	12	31280584	31327058
ENSMUSG00000035325	Sec31a	ENSG00000138674	SEC31A	4	82818509	82901166
ENSMUSG00000009114	2610028H24Rik	ENSG00000160298	C21orf58	21	46300181	46323875
ENSMUSG00000055963	Triqk	ENSG00000205133	TRIQK	8	92883530	93017673
ENSMUSG00000007653	Gabrb2	ENSG00000145864	GABRB2	5	161288429	161549044
ENSMUSG00000071177	Serpina1d	ENSG00000197249	SERPINA1	14	94376747	94390693
ENSMUSG00000031786	Drc7	ENSG00000159625	DRC7	16	57694793	57731805
ENSMUSG00000022863	Btg3	ENSG00000154640	BTG3	21	17593653	17612947
ENSMUSG00000071178	Serpina1b	ENSG00000197249	SERPINA1	14	94376747	94390693
ENSMUSG00000034173	Zbed5	ENSG00000232040	ZBED9	6	28570535	28616212
ENSMUSG00000028896	Rcc1	ENSG00000180198	RCC1	1	28505943	28539300
ENSMUSG00000038327	Serpinb9f	ENSG00000170542	SERPINB9	6	2887270	2903309
ENSMUSG00000117819	Ggnbp1	ENSG00000213588	ZBTB9	6	33453970	33457544
ENSMUSG00000033126	Ybey	ENSG00000182362	YBEY	21	46286342	46297751
ENSMUSG00000038267	Slc22a23	ENSG00000137266	SLC22A23	6	3268962	3457022
ENSMUSG00000037408	Cnnm4	ENSG00000158158	CNNM4	2	96760902	96811874
ENSMUSG00000079605	Zbtb9	ENSG00000213588	ZBTB9	6	33453970	33457544
ENSMUSG00000017688	Hnf4g	ENSG00000164749	HNF4G	8	75407914	75566843
ENSMUSG00000055296	Tmem245	ENSG00000106771	TMEM245	9	109015135	109119947
ENSMUSG00000028332	Hemgn	ENSG00000136929	HEMGN	9	97926791	97944856
ENSMUSG00000026986	Hnmt	ENSG00000150540	HNMT	2	137964020	138016364
ENSMUSG00000071748	Gm14698	ENSG00000198252	STYX	14	52730166	52774989
ENSMUSG00000042185	Nfrkb	ENSG00000170322	NFRKB	11	129863636	129895590
ENSMUSG00000022177	Haus4	ENSG00000259132	AL132780.3	14	22946270	22982258
ENSMUSG00000022177	Haus4	ENSG00000092036	HAUS4	14	22946228	22957161
ENSMUSG00000050812	Ecpas	ENSG00000136813	ECPAS	9	111360692	111484745
ENSMUSG00000090066	1110002E22Rik	ENSG00000248713	C4orf54	4	99636529	99654648
ENSMUSG00000075121	Olfr1195	ENSG00000279514	OR4C16	11	55572128	55573060
ENSMUSG00000024962	Vegfb	ENSG00000173511	VEGFB	11	64234538	64238793
ENSMUSG00000034203	Chchd4	ENSG00000163528	CHCHD4	3	14112077	14124870
ENSMUSG00000002767	Mrpl2	ENSG00000112651	MRPL2	6	43054029	43059438
ENSMUSG00000024349	Tmem173	ENSG00000184584	TMEM173	5	139475533	139482935
ENSMUSG00000030084	Plxna1	ENSG00000114554	PLXNA1	3	126988594	127037392
ENSMUSG00000024518	Rax	ENSG00000134438	RAX	18	59267035	59274086
ENSMUSG00000048832	Vps37c	ENSG00000167987	VPS37C	11	61130257	61161615
ENSMUSG00000019971	Cep290	ENSG00000198707	CEP290	12	88049014	88142088
ENSMUSG00000045591	Olig3	ENSG00000177468	OLIG3	6	137492202	137494250
ENSMUSG00000031714	Gab1	ENSG00000109458	GAB1	4	143336762	143474568
ENSMUSG00000025780	Itih5	ENSG00000123243	ITIH5	10	7559270	7666998
ENSMUSG00000044156	Hepacam2	ENSG00000188175	HEPACAM2	7	93188586	93226524
ENSMUSG00000094080	Olfr8	ENSG00000185385	OR7A17	19	14878203	14886132
ENSMUSG00000094080	Olfr8	ENSG00000127515	OR7A10	19	14840466	14848922
ENSMUSG00000094080	Olfr8	ENSG00000188269	OR7A5	19	14824251	14835285
ENSMUSG00000073616	Cops9	ENSG00000172428	COPS9	2	240126563	240136807
ENSMUSG00000071452	Gm11397	ENSG00000170542	SERPINB9	6	2887270	2903309
ENSMUSG00000040669	Phc1	ENSG00000111752	PHC1	12	8913896	8941467
ENSMUSG00000037379	Spon2	ENSG00000159674	SPON2	4	1166932	1208962
ENSMUSG00000020125	Elane	ENSG00000197561	ELANE	19	851014	856247
ENSMUSG00000025900	Rp1	ENSG00000104237	RP1	8	54509422	54871720
ENSMUSG00000058807	Olfr331	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000058807	Olfr331	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000058807	Olfr331	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000024603	Dctn4	ENSG00000132912	DCTN4	5	150708440	150759109
ENSMUSG00000006273	Atp6v1b2	ENSG00000147416	ATP6V1B2	8	20197381	20226819
ENSMUSG00000063904	Dpp3	ENSG00000254986	DPP3	11	66480013	66509657
ENSMUSG00000006586	Runx1t1	ENSG00000079102	RUNX1T1	8	91954967	92103286
ENSMUSG00000029851	Tcaf2	ENSG00000283528	TCAF2C	7	143639230	143647646
ENSMUSG00000029851	Tcaf2	ENSG00000170379	TCAF2	7	143620952	143730409
ENSMUSG00000050818	Olfr330	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000050818	Olfr330	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000050818	Olfr330	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000041923	Nol4	ENSG00000101746	NOL4	18	33851100	34224952
ENSMUSG00000070493	Chchd2	ENSG00000106153	CHCHD2	7	56101573	56106476
ENSMUSG00000025078	Nhlrc2	ENSG00000196865	NHLRC2	10	113854661	113917194
ENSMUSG00000044556	Tex38	ENSG00000186118	TEX38	1	46668855	46673594
ENSMUSG00000015889	Lta4h	ENSG00000111144	LTA4H	12	96000753	96043520
ENSMUSG00000047045	Tmem164	ENSG00000157600	TMEM164	X	110002631	110182734
ENSMUSG00000021719	Rgs7bp	ENSG00000186479	RGS7BP	5	64506257	64612312
ENSMUSG00000021115	Vrk1	ENSG00000100749	VRK1	14	96797382	96931722
ENSMUSG00000064252	Olfr329-ps	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000064252	Olfr329-ps	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000064252	Olfr329-ps	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000019897	Ccdc59	ENSG00000133773	CCDC59	12	82223681	82358805
ENSMUSG00000004038	Gstm3	ENSG00000134184	GSTM1	1	109687814	109709039
ENSMUSG00000031189	Aff2	ENSG00000155966	AFF2	X	148500619	149000663
ENSMUSG00000028333	Anp32b	ENSG00000136938	ANP32B	9	97983341	98015943
ENSMUSG00000025537	Phkg1	ENSG00000164776	PHKG1	7	56080283	56092996
ENSMUSG00000027247	Arhgap1	ENSG00000175220	ARHGAP1	11	46677080	46700619
ENSMUSG00000036009	Mettl25	ENSG00000127720	METTL25	12	82358528	82479239
ENSMUSG00000022425	Enpp2	ENSG00000136960	ENPP2	8	119557086	119673453
ENSMUSG00000034762	Glis1	ENSG00000174332	GLIS1	1	53506237	53738106
ENSMUSG00000096393	Fam240a	ENSG00000283473	FAM240A	3	46612435	46626543
ENSMUSG00000062210	Tnfaip8	ENSG00000145779	TNFAIP8	5	119268692	119399688
